,username,tweet_id,tweet_text,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,org
42,chanuttharu,1757212830913417284,"เดินผ่านฟุตบาทนี้​มาเกือบ​ 2 ปี​ นับตั้งแต่ได้ท่านผู้ว่า​ทรงพลังในปฐพีของ​ กทม
วันนี้ตื่นเต้นเพราะได้เห็นความเปลี่ยนแปลงเกิดขึ้นหนึ่งสิ่ง​ ช่างประทับใจคน​ กทม.​อย่างอิฉัน ที่ตาถั่วไม่ลงคะแนนให้ท่านในตอนนั้น​ เสียนี่กระไร​ ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-13 1:19:20,2024-02-20 20:54:44,https://twitter.com/chanuttharu/status/1757212830913417284,,,['https://pbs.twimg.com/media/GGLfv1IaYAA_N6K?format=jpg&name=900x900'],
43,IcePrapapan,1757087128998277161,พวกเรามันคนแกร่ง 55555 สภาพแบบหย่อนรองเท้าลงฟุตบาทคือไม่เอาไรแล้ว แบบอยากกลับบ้านมาก ใช้ชีวิตบนรถตู้2คืน กรุงเทพ-เชียงใหม่-กรุงเทพ รวดดดด ปวดหัวมาก  แต่เจมีไนน์คือยาพารา แก้ปวดหัวได้ดี 555555,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-12 16:59:51,2024-02-20 20:54:44,https://twitter.com/IcePrapapan/status/1757087128998277161,,,[],
44,bee_1800,1756999440815071663,New post added at กทม.ประสาน กฟน.แก้ไขคืนสภาพผิวทางเท้าริมถนนลาดพร้าว ซอย 15-17 -,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-12 11:11:24,2024-02-20 20:54:44,https://twitter.com/bee_1800/status/1756999440815071663,,,[],
45,dontwantu2follo,1756951731265827044,แล้วปกติมันสมควรมีขยะไหมล่ะ อันนี้ต้องโทษผู้ว่าปล่อยให้พื้นที่สกปรก บนถนนเป็นพื้นที่สำหรับคนเดิน? ทำไมคนถึงเดินบนถนนเพราะ กทม ปล่อยให้มีการขายของบนทางเท้า ทางเท้ามีไว้ทำอะไร ถ้าละเลย จนท ก็ไม่ต้องดุ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-12 8:01:49,2024-02-20 20:54:44,https://twitter.com/dontwantu2follo/status/1756951731265827044,,,"['https://pbs.twimg.com/media/GGG6wQkakAA_2Nb?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GGG6wQiasAAzkTU?format=jpg&name=360x360']",
46,hatenoisy,1756933423124623537,แล้วจะเดินบนถนนให้รถชนเล่นเหรอ ผิดปกติตรงไหน  ยุคชัชชาติ ขายของทางเท้าเป็นเรื่อปกติไปแล้วซินะ ไม่ต้องมีจัดพื้นที่กันแล้ว เสรีสุด,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-12 6:49:04,2024-02-20 20:54:44,https://twitter.com/hatenoisy/status/1756933423124623537,,,"['https://pbs.twimg.com/media/GGG6wQkakAA_2Nb?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GGG6wQiasAAzkTU?format=jpg&name=360x360']",
47,pxrn_mjs,1756644994008641952,ส่วนต่อขยายไม่รู้ว่าเพราะกทม.บรีฟมั้ยแต่ห้องน้ำอยู่ตรงทางเดินเข้าเลย เป็นห้องน้ำคนพิการแต่คนปกติก็เข้าได้ไม่ต้องขอ แต่สายปกติคืออยู่ในลืบละต้องขออีก ร้านค้าก็เยอะทำห่าไรไม่รู้ แออัดสุด,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-11 11:42:58,2024-02-20 20:54:44,https://twitter.com/pxrn_mjs/status/1756644994008641952,,,[],
48,kapus329,1756544638649799135,พิธาลงน้ำเพื่อสดงให้เห็นปัญหาโลกร้อนระดับน้ำสูงแค่ไหนจนกินพื้นที่ชาวบ้าน ต้นทวิตหมายถึงลงถนนหาเสียงแต่เวลาเจอปัญหาอะไรมาชอบบอกว่าไม่รู้มาก่อน และเศรษฐาเดินถนนไม่เดินฟุตบาท เจตนาประท้วงผู้ว่ากทม.ต่อปัญหาทางเท้าเล็กและแคบจนคนตัวใหญ่ๆเดินไม่สะดวกเหรอ ถ้าใช่ก็เห็นด้วยช่วยกดันกทม,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-11 5:04:11,2024-02-20 20:54:44,https://twitter.com/kapus329/status/1756544638649799135,,,[],
49,nbt2hd,1756514881396932866,"#ฝุ่นกรุงเทพ PM 2.5 เกินค่ามาตรฐาน 49 พื้นที่ กระทบสุขภาพ
5 เขตค่าฝุ่นสูงสุด“เขตบางรัก-ประเวศ-บางกอกน้อย-ปทุมวัน-บางพลัด”
สวมหน้ากากทุกครั้งที่ออกนอกอาคาร
- เลี่ยงทำกิจกรรม/ออกกำลังกายกลางแจ้ง
- ผู้ที่มีโรคประจำตัว,ระบบทางเดินหายใจ ขอให้ดูแลสุขภาพ
ที่มา:กทม.
#ฝุ่นPM25 #NBT2HD",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-11 3:05:56,2024-02-20 20:54:44,https://twitter.com/nbt2hd/status/1756514881396932866,,,"['https://pbs.twimg.com/media/GGBk-IfbIAAfdcL?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GGBk-IcbkAAbn_o?format=jpg&name=360x360']",
50,Nylon1996,1756507715428593762,ทุกวันนี้ผู้ว่า กทม มีก็เหมือนไม่มี เห็นอีกทีก็ออกงานอีเว้นท์ เก่งแต่ละลายทรัพย์กับเรื่องที่ไม่มีสาระ ฟุตบาทตอนนี้มีแต่พ่อค้าแม่ขาย ขยะ รถมอไซค์ ขอทานต่างด้าวสร้างความเดือดร้อนรำคาญเต็มไปหมด,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-11 2:37:28,2024-02-20 20:54:44,https://twitter.com/Nylon1996/status/1756507715428593762,,,[],
51,alt9r,1756201744978325569,เกลียดกรุงเทพ แค่ทางเดินดีๆยังไม่มีให้กูเลย ไอ้ฉิบหาย,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-10 6:21:39,2024-02-20 20:54:44,https://twitter.com/alt9r/status/1756201744978325569,,,[],
52,bbberm11,1756119754660815118,ทุกวันนี้ข้าวของแพง หุ้นดำดิ่ง จะแดกฝุ่นแทนข้าว ฝนตกน้ำท่วมกรุงเทพ ตลาดขายของไม่ได้ ขอทานเต็มกรุง ทางเท้าอุบาทว์ มีรถตกท่อทุกวัน การศึกษาเด็กสู้เพื่อนบ้านไม่ได้ ทั้งที่ไม่มีโควิด ราชวงศ์ทำงานให้ประชาชน มึงทำอะไรถือป้ายติดสติกเกอร์ สมเป็นส้มใช้ปากทำงาน,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-10 0:55:51,2024-02-20 20:54:44,https://twitter.com/bbberm11/status/1756119754660815118,,,[],
53,Phiillipda,1756119582165856337,แต่กุอยากร้องไห้ตลอดเลยมึง แค่คิดว่าต้องขับรถใน กทม ไอ่สัส อยากจอดแล้วลงเดิน แต่นึกขึ้นได้ เดวแม่งก้สะดุดฟุตบาทอีก เหี้ยเอ้ยยยยยย,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-10 0:55:10,2024-02-20 20:54:44,https://twitter.com/Phiillipda/status/1756119582165856337,,,[],
54,13rddd,1756008778389225756,มันร้อนเพราะมหาลัยมันใหญ่มากอ่ะนะ แต่พื้นที่สีเขียว/พื้นที่สาธารณะก็เยอะพอกัน คือถ้าอยู่กรุงเทพแล้วไม่เคยได้มีคุณภาพชีวิตที่ดี อยากให้ลองมาใช้ชีวิตที่มธ นี่คือยูโทเปียแห่งการศึกษา สังคมที่เราจะเป็นใครก็ได้ ความแตกต่างทางฐานะไม่สำคัญเท่าที่อื่น มีทางเท้าที่ดี ฟาซิลิตี้ที่ครบ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-09 17:34:52,2024-02-20 20:54:44,https://twitter.com/13rddd/status/1756008778389225756,,,[],
